episode,selectivity,bucket_id,q_pre_before,q_post_before,chosen_strategy,was_guardrail,latency_ms,recall,reward,q_pre_after,q_post_after,gt_latency_ms,filter_name
44,0.210713,2,0.9,1.0,post_filter,False,0.4938,0.9,0.572772,0.9,0.957277,24.8094,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
45,0.319094,7,0.9,0.955513,post_filter,False,0.6453,1.0,0.978492,0.9,0.95781,25.0708,"overall IN (1,2,4)"
46,0.092237,0,0.878727,0.994912,post_filter,False,0.893,1.0,0.970232,0.878727,0.992444,24.5935,main_cat='Home Audio &amp; Theater' AND overall>=3.0
47,0.300422,7,0.9,0.95781,post_filter,False,0.7891,1.0,0.973696,0.9,0.959399,24.9455,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
48,0.210713,2,0.9,0.957277,post_filter,False,0.2956,0.0,0.0,0.9,0.861549,24.8595,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
49,0.050727,0,0.878727,0.992444,post_filter,False,1.0562,1.0,0.964794,0.878727,0.989679,25.3361,"main_cat IN ('Computers', 'Tools & Home Improvement')"
50,0.270385,5,1.0,1.0,pre_filter,False,14.7682,1.0,0.507728,0.950773,1.0,24.755,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
51,0.952472,21,1.0,0.905095,post_filter,True,0.7864,0.9,0.567091,1.0,0.871295,24.8591,"overall IN (1,3,4,5)"
52,0.12068,1,0.904328,0.846367,post_filter,False,1.2227,1.0,0.959244,0.904328,0.857655,25.7502,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
53,0.881823,20,0.9,0.992534,pre_filter,False,69.3435,1.0,0.0,0.81,0.992534,24.5409,"overall IN (1,4,5)"
54,0.7886,19,0.81,0.996497,post_filter,False,0.9273,1.0,0.96909,0.81,0.993757,24.8483,overall>=4.0
55,0.751008,19,0.81,0.993757,post_filter,False,1.0282,1.0,0.965726,0.81,0.990954,24.5067,"overall IN (1,2,5)"
56,0.270385,5,0.950773,1.0,post_filter,False,0.8189,0.6,0.009823,0.950773,0.900982,24.8662,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
57,0.859249,20,0.81,0.992534,post_filter,False,0.7632,1.0,0.97456,0.81,0.990736,24.6436,overall>=3.0
58,0.140751,1,0.904328,0.857655,pre_filter,False,20.1226,0.2,0.0,0.813895,0.857655,27.0723,overall<=2.0
59,0.140751,1,0.813895,0.857655,post_filter,False,0.8936,1.0,0.970214,0.813895,0.868911,24.5682,overall<=2.0
60,0.073033,0,0.878727,0.989679,post_filter,False,1.1794,0.7,0.045324,0.878727,0.895244,24.9965,brand='Tiffen'
61,0.248992,4,1.0,0.99723,pre_filter,False,35.7489,1.0,0.0,0.9,0.99723,24.4292,"overall IN (3,4)"
62,0.952472,21,1.0,0.871295,post_filter,True,0.7924,1.0,0.973587,1.0,0.881524,24.5172,"overall IN (1,3,4,5)"
63,0.881823,20,0.81,0.990736,post_filter,False,0.953,1.0,0.968232,0.81,0.988486,24.7351,"overall IN (1,4,5)"
64,0.610257,18,0.765184,0.898421,pre_filter,False,84.4415,1.0,0.0,0.688665,0.898421,25.0177,overall>=5.0
65,0.7886,19,0.81,0.990954,post_filter,False,0.447,1.0,0.985101,0.81,0.990368,24.9018,overall>=4.0
66,0.881823,20,0.81,0.988486,post_filter,False,0.7079,1.0,0.976404,0.81,0.987278,24.8352,"overall IN (1,4,5)"
67,0.140751,1,0.813895,0.868911,post_filter,False,0.8571,0.2,0.0,0.813895,0.78202,27.0745,overall<=2.0
68,0.836128,20,0.81,0.987278,post_filter,False,0.8908,1.0,0.970306,0.81,0.98558,25.0776,"overall IN (2,4,5)"
69,0.7886,19,0.81,0.990368,post_filter,False,0.7392,0.9,0.568007,0.81,0.948132,24.5035,overall>=4.0
70,0.610257,18,0.688665,0.898421,post_filter,False,0.9651,1.0,0.967831,0.688665,0.905362,24.6888,overall>=5.0
71,0.389743,11,0.9,0.998366,post_filter,False,0.8535,1.0,0.971551,0.9,0.995685,24.728,overall<=4.0
72,0.728433,19,0.81,0.948132,post_filter,False,0.5954,1.0,0.980154,0.81,0.951334,24.8632,"overall IN (2,3,5)"
73,0.050727,0,0.878727,0.895244,post_filter,False,0.8686,1.0,0.971047,0.878727,0.902824,24.8082,"main_cat IN ('Computers', 'Tools & Home Improvement')"
74,0.929351,21,1.0,0.881524,post_filter,True,0.8658,1.0,0.971139,1.0,0.890485,24.8353,"overall IN (1,2,4,5)"
75,0.092237,0,0.878727,0.902824,post_filter,False,0.4779,0.0,0.0,0.878727,0.812542,24.8003,main_cat='Home Audio &amp; Theater' AND overall>=3.0
76,0.050727,0,0.878727,0.812542,pre_filter,False,8.3268,1.0,0.722439,0.863098,0.812542,24.7416,"main_cat IN ('Computers', 'Tools & Home Improvement')"
77,0.230635,3,0.9,0.997741,pre_filter,False,38.5133,1.0,0.0,0.81,0.997741,24.6909,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
78,0.180604,1,0.813895,0.78202,pre_filter,False,24.1125,1.0,0.196249,0.752131,0.78202,24.5773,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
79,0.881823,20,0.81,0.98558,post_filter,False,0.796,1.0,0.973467,0.81,0.984369,24.9343,"overall IN (1,4,5)"
80,0.140751,1,0.752131,0.78202,post_filter,False,0.8209,1.0,0.972636,0.752131,0.801081,24.4291,overall<=2.0
81,0.680906,18,0.688665,0.905362,post_filter,False,0.3541,1.0,0.988197,0.688665,0.913645,25.1111,"overall IN (3,5)"
82,0.821657,20,0.81,0.984369,post_filter,False,0.9463,1.0,0.968457,0.81,0.982778,24.1696,"overall IN (1,2,3,5)"
83,0.728433,19,0.81,0.951334,post_filter,False,0.9145,1.0,0.969517,0.81,0.953153,24.9274,"overall IN (2,3,5)"
84,0.658182,18,0.688665,0.913645,post_filter,False,0.8526,1.0,0.971579,0.688665,0.919439,24.4546,verified=true AND overall>=3.0
85,0.339351,8,0.9,0.996397,post_filter,False,0.2997,0.0,0.0,0.9,0.896757,25.0255,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
86,0.12068,1,0.752131,0.801081,post_filter,False,0.9145,1.0,0.969517,0.752131,0.817925,24.697,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
87,0.836128,20,0.81,0.982778,post_filter,False,0.3634,1.0,0.987886,0.81,0.983289,25.8392,"overall IN (2,4,5)"
88,0.248992,4,0.9,0.99723,pre_filter,False,8.4195,1.0,0.719351,0.881935,0.99723,25.4395,"overall IN (3,4)"
89,0.210713,2,0.9,0.861549,pre_filter,False,30.7337,1.0,0.0,0.81,0.861549,25.3818,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
90,0.248992,4,0.881935,0.99723,post_filter,False,0.8173,1.0,0.972758,0.881935,0.994783,25.3812,"overall IN (3,4)"
91,0.12068,1,0.752131,0.817925,post_filter,False,1.2813,0.8,0.171675,0.752131,0.7533,25.6265,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
92,0.073033,0,0.863098,0.812542,pre_filter,False,13.6703,0.6,0.005497,0.777338,0.812542,25.4016,brand='Tiffen'
93,0.210713,2,0.81,0.861549,post_filter,False,1.1188,0.7,0.045419,0.81,0.779936,25.4335,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
94,0.339351,8,0.9,0.896757,pre_filter,False,47.0918,1.0,0.0,0.81,0.896757,25.3845,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
95,0.751008,19,0.81,0.953153,post_filter,False,0.866,1.0,0.971132,0.81,0.954951,24.8341,"overall IN (1,2,5)"
96,0.859249,20,0.81,0.983289,post_filter,False,1.0605,1.0,0.96465,0.81,0.981425,24.716,overall>=3.0
97,0.728433,19,0.81,0.954951,post_filter,False,0.9763,1.0,0.967457,0.81,0.956201,24.6354,"overall IN (2,3,5)"
98,0.389743,11,0.9,0.995685,post_filter,False,0.8125,1.0,0.972917,0.9,0.993408,24.7225,overall<=4.0
99,0.092237,0,0.777338,0.812542,post_filter,False,1.0066,1.0,0.966446,0.777338,0.827932,24.6176,main_cat='Home Audio &amp; Theater' AND overall>=3.0
100,0.12068,1,0.752131,0.7533,post_filter,False,0.9168,1.0,0.969439,0.752131,0.774914,35.3055,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
101,0.881823,20,0.81,0.981425,post_filter,False,1.0551,1.0,0.964829,0.81,0.979765,24.7525,"overall IN (1,4,5)"
102,0.929351,21,1.0,0.890485,post_filter,True,0.513,0.9,0.572398,1.0,0.858677,25.151,"overall IN (1,2,4,5)"
103,0.610257,18,0.688665,0.919439,post_filter,False,0.7245,1.0,0.975851,0.688665,0.92508,24.5705,overall>=5.0
104,0.728433,19,0.81,0.956201,pre_filter,False,64.2878,1.0,0.0,0.729,0.956201,24.6946,"overall IN (2,3,5)"
105,0.680906,18,0.688665,0.92508,post_filter,False,0.6945,0.9,0.568874,0.688665,0.889459,24.689,"overall IN (3,5)"
106,0.050727,0,0.777338,0.827932,post_filter,False,1.1548,0.1,0.0,0.777338,0.745139,25.1141,"main_cat IN ('Computers', 'Tools & Home Improvement')"
107,0.751008,19,0.729,0.956201,post_filter,False,0.7066,1.0,0.976446,0.729,0.958226,24.5439,"overall IN (1,2,5)"
108,0.658182,18,0.688665,0.889459,post_filter,False,1.002,1.0,0.9666,0.688665,0.897173,24.7562,verified=true AND overall>=3.0
109,0.70348,19,0.729,0.958226,post_filter,False,0.5763,1.0,0.98079,0.729,0.960482,24.8362,"overall IN (1,5)"
110,0.210713,2,0.81,0.779936,pre_filter,False,22.3787,1.0,0.254042,0.754404,0.779936,24.9875,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
111,0.7886,19,0.729,0.960482,post_filter,False,0.4783,1.0,0.984056,0.729,0.96284,25.0299,overall>=4.0
112,0.140751,1,0.752131,0.774914,post_filter,False,1.1183,1.0,0.962724,0.752131,0.793695,25.0545,overall<=2.0
113,0.248992,4,0.881935,0.994783,post_filter,False,0.9285,1.0,0.96905,0.881935,0.992209,25.264,"overall IN (3,4)"
114,0.339351,8,0.81,0.896757,post_filter,False,0.639,1.0,0.978699,0.81,0.904951,24.8665,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
115,0.050727,0,0.777338,0.745139,pre_filter,False,9.7403,1.0,0.675322,0.767137,0.745139,24.7209,"main_cat IN ('Computers', 'Tools & Home Improvement')"
116,0.728433,19,0.729,0.96284,post_filter,False,0.5711,1.0,0.980963,0.729,0.964652,24.9319,"overall IN (2,3,5)"
117,0.300422,7,0.9,0.959399,pre_filter,False,27.2966,1.0,0.090113,0.819011,0.959399,24.6925,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
118,0.210713,2,0.754404,0.779936,post_filter,False,1.1725,1.0,0.960917,0.754404,0.798034,24.8713,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
119,0.70348,19,0.729,0.964652,post_filter,False,0.7987,1.0,0.973375,0.729,0.965524,24.8657,"overall IN (1,5)"
120,0.339351,8,0.81,0.904951,pre_filter,False,42.9776,1.0,0.0,0.729,0.904951,24.7475,"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')"
121,0.160682,1,0.752131,0.793695,post_filter,False,0.9826,1.0,0.967247,0.752131,0.81105,24.8095,"main_cat IN ('Camera & Photo', 'Computers')"
122,0.774129,19,0.729,0.965524,post_filter,False,0.9724,1.0,0.967586,0.729,0.96573,24.5722,"overall IN (1,3,5)"
123,0.774129,19,0.729,0.96573,post_filter,False,0.7896,1.0,0.973681,0.729,0.966525,24.6428,"overall IN (1,3,5)"
124,0.092237,0,0.767137,0.745139,pre_filter,False,15.0008,1.0,0.499975,0.74042,0.745139,24.8959,main_cat='Home Audio &amp; Theater' AND overall>=3.0
125,0.658182,18,0.688665,0.897173,pre_filter,False,30.0637,1.0,0.0,0.619799,0.897173,25.0589,verified=true AND overall>=3.0
126,0.300422,7,0.819011,0.959399,post_filter,False,0.7915,1.0,0.973615,0.819011,0.960821,25.0227,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
127,0.092237,0,0.74042,0.745139,post_filter,False,0.6921,1.0,0.976929,0.74042,0.768318,24.941,main_cat='Home Audio &amp; Theater' AND overall>=3.0
128,0.658182,18,0.619799,0.897173,post_filter,False,0.82,1.0,0.972667,0.619799,0.904723,24.5932,verified=true AND overall>=3.0
129,0.680906,18,0.619799,0.904723,post_filter,False,0.8612,1.0,0.971293,0.619799,0.91138,24.6515,"overall IN (3,5)"
130,0.658182,18,0.619799,0.91138,post_filter,False,0.6055,1.0,0.979815,0.619799,0.918223,24.8506,verified=true AND overall>=3.0
131,0.859249,20,0.81,0.979765,post_filter,False,0.8409,1.0,0.971971,0.81,0.978986,24.7053,overall>=3.0
132,0.658182,18,0.619799,0.918223,post_filter,False,0.7789,1.0,0.974038,0.619799,0.923805,24.7357,verified=true AND overall>=3.0
133,0.680906,18,0.619799,0.923805,post_filter,False,0.7577,1.0,0.974743,0.619799,0.928899,24.9397,"overall IN (3,5)"
134,0.050727,0,0.74042,0.768318,post_filter,False,0.4152,1.0,0.986158,0.74042,0.790102,24.9123,"main_cat IN ('Computers', 'Tools & Home Improvement')"
135,0.319094,7,0.819011,0.960821,post_filter,False,0.65,1.0,0.978333,0.819011,0.962572,24.8395,"overall IN (1,2,4)"
136,0.906777,21,1.0,0.858677,post_filter,True,0.822,1.0,0.972601,1.0,0.870069,24.6942,overall>=2.0
137,0.610257,18,0.619799,0.928899,post_filter,False,0.908,1.0,0.969732,0.619799,0.932982,24.5825,overall>=5.0
138,0.073033,0,0.74042,0.790102,post_filter,False,1.1541,0.8,0.172435,0.74042,0.728335,25.066,brand='Tiffen'
139,0.751008,19,0.729,0.966525,post_filter,False,0.36,0.9,0.575368,0.729,0.92741,24.7514,"overall IN (1,2,5)"
140,0.319094,7,0.819011,0.962572,pre_filter,False,35.319,1.0,0.0,0.73711,0.962572,24.4904,"overall IN (1,2,4)"
141,0.300422,7,0.73711,0.962572,post_filter,False,0.4171,1.0,0.986096,0.73711,0.964924,25.0217,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
142,0.230635,3,0.81,0.997741,post_filter,False,1.1031,0.9,0.560943,0.81,0.954061,25.609,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
143,0.821657,20,0.81,0.978986,post_filter,False,0.7894,1.0,0.973686,0.81,0.978456,24.6111,"overall IN (1,2,3,5)"
144,0.050727,0,0.74042,0.728335,post_filter,False,0.6198,0.9,0.570325,0.74042,0.712534,25.4568,"main_cat IN ('Computers', 'Tools & Home Improvement')"
145,0.300422,7,0.73711,0.964924,post_filter,False,0.985,1.0,0.967165,0.73711,0.965148,24.9833,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
146,0.859249,20,0.81,0.978456,post_filter,False,0.846,1.0,0.971799,0.81,0.97779,24.8392,overall>=3.0
147,0.092237,0,0.74042,0.712534,pre_filter,False,6.7146,1.0,0.776179,0.743996,0.712534,25.6337,main_cat='Home Audio &amp; Theater' AND overall>=3.0
148,0.300422,7,0.73711,0.965148,post_filter,False,0.9687,1.0,0.967708,0.73711,0.965404,25.4143,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
149,0.210713,2,0.754404,0.798034,post_filter,False,0.7023,1.0,0.976592,0.754404,0.81589,24.9734,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
150,0.821657,20,0.81,0.97779,post_filter,False,0.9532,1.0,0.968225,0.81,0.976834,24.9215,"overall IN (1,2,3,5)"
151,0.774129,19,0.729,0.92741,post_filter,False,0.8082,1.0,0.973058,0.729,0.931974,24.7243,"overall IN (1,3,5)"
152,0.751008,19,0.729,0.931974,post_filter,False,1.0149,1.0,0.966169,0.729,0.935394,24.756,"overall IN (1,2,5)"
153,0.12068,1,0.752131,0.81105,pre_filter,False,16.7252,0.5,0.000722,0.67699,0.81105,25.0099,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
154,0.836128,20,0.81,0.976834,post_filter,False,0.6166,1.0,0.979446,0.81,0.977095,24.8782,"overall IN (2,4,5)"
155,0.70348,19,0.729,0.935394,post_filter,False,0.7775,1.0,0.974085,0.729,0.939263,24.6984,"overall IN (1,5)"
156,0.821657,20,0.81,0.977095,post_filter,False,0.6996,1.0,0.976679,0.81,0.977053,24.8727,"overall IN (1,2,3,5)"
157,0.836128,20,0.81,0.977053,post_filter,False,0.6591,1.0,0.978029,0.81,0.977151,24.7457,"overall IN (2,4,5)"
158,0.270385,5,0.950773,0.900982,pre_filter,False,29.999,1.0,3.3e-05,0.855699,0.900982,24.9924,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
159,0.140751,1,0.67699,0.81105,post_filter,False,0.8473,1.0,0.971758,0.67699,0.827121,24.5156,overall<=2.0
160,0.073033,0,0.743996,0.712534,pre_filter,False,13.842,0.4,9.4e-05,0.669606,0.712534,25.688,brand='Tiffen'
161,0.300422,7,0.73711,0.965404,post_filter,False,0.9897,0.9,0.563145,0.73711,0.925178,24.6698,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
162,0.680906,18,0.619799,0.932982,post_filter,False,0.5341,1.0,0.982197,0.619799,0.937903,24.9469,"overall IN (3,5)"
163,0.270385,5,0.855699,0.900982,post_filter,False,0.7732,1.0,0.974226,0.855699,0.908307,24.606,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
164,0.881823,20,0.81,0.977151,post_filter,False,0.6953,1.0,0.976825,0.81,0.977118,25.0588,"overall IN (1,4,5)"
165,0.751008,19,0.729,0.939263,post_filter,False,0.9725,1.0,0.967582,0.729,0.942095,24.5399,"overall IN (1,2,5)"
166,0.160682,1,0.67699,0.827121,post_filter,False,0.859,1.0,0.971367,0.67699,0.841545,25.32,"main_cat IN ('Camera & Photo', 'Computers')"
167,0.881823,20,0.81,0.977118,post_filter,False,0.922,1.0,0.969267,0.81,0.976333,24.5965,"overall IN (1,4,5)"
168,0.836128,20,0.81,0.976333,post_filter,False,0.698,1.0,0.976732,0.81,0.976373,24.8065,"overall IN (2,4,5)"
169,0.774129,19,0.729,0.942095,post_filter,False,0.5264,1.0,0.982454,0.729,0.946131,24.9279,"overall IN (1,3,5)"
170,0.389743,11,0.9,0.993408,post_filter,False,0.8619,1.0,0.971271,0.9,0.991194,24.996,overall<=4.0
171,0.7886,19,0.729,0.946131,post_filter,False,0.9994,0.9,0.562956,0.729,0.907813,24.9465,overall>=4.0
172,0.610257,18,0.619799,0.937903,post_filter,False,0.9755,1.0,0.967485,0.619799,0.940862,24.6205,overall>=5.0
173,0.751008,19,0.729,0.907813,post_filter,False,0.4533,0.0,0.0,0.729,0.817032,25.0213,"overall IN (1,2,5)"
174,0.160682,1,0.67699,0.841545,post_filter,False,1.1661,0.3,9e-06,0.67699,0.757392,25.2533,"main_cat IN ('Camera & Photo', 'Computers')"
175,0.859249,20,0.81,0.976373,post_filter,False,0.9611,1.0,0.967964,0.81,0.975532,24.8111,overall>=3.0
176,0.140751,1,0.67699,0.757392,pre_filter,False,24.7172,0.4,3.1e-05,0.609294,0.757392,26.7723,overall<=2.0
177,0.092237,0,0.669606,0.712534,post_filter,False,0.5426,1.0,0.981914,0.669606,0.739472,24.8913,main_cat='Home Audio &amp; Theater' AND overall>=3.0
178,0.7886,19,0.729,0.817032,post_filter,False,0.8477,1.0,0.971744,0.729,0.832503,24.616,overall>=4.0
179,0.836128,20,0.81,0.975532,pre_filter,False,82.4131,1.0,0.0,0.729,0.975532,32.535,"overall IN (2,4,5)"
180,0.389743,11,0.9,0.991194,pre_filter,False,54.7113,1.0,0.0,0.81,0.991194,26.7233,overall<=4.0
181,0.073033,0,0.669606,0.739472,post_filter,False,1.1034,0.0,0.0,0.669606,0.665525,25.5812,brand='Tiffen'
182,0.248992,4,0.881935,0.992209,post_filter,False,0.8873,1.0,0.970424,0.881935,0.990031,24.8921,"overall IN (3,4)"
183,0.180604,1,0.609294,0.757392,post_filter,False,0.8714,0.9,0.565442,0.609294,0.738197,25.1744,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
184,0.073033,0,0.669606,0.665525,pre_filter,False,10.124,0.5,0.001081,0.602754,0.665525,25.6957,brand='Tiffen'
185,0.859249,20,0.729,0.975532,post_filter,False,0.903,1.0,0.969901,0.729,0.974969,24.8909,overall>=3.0
186,0.180604,1,0.609294,0.738197,post_filter,False,0.8764,1.0,0.970787,0.609294,0.761456,25.0791,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
187,0.929351,21,1.0,0.870069,post_filter,True,0.6414,1.0,0.978619,1.0,0.880924,24.8398,"overall IN (1,2,4,5)"
188,0.073033,0,0.602754,0.665525,pre_filter,False,12.5665,0.9,0.338418,0.57632,0.665525,25.1524,brand='Tiffen'
